"adr","adults","new_column"
94,2,47
66,2,33
66,2,33
66,2,33
70.5,2,35.25
72.5,2,36.25
66,2,33
66,2,33
66,2,33
70.5,2,35.25
60.25,1,60.25
57,1,57
56.5,1,56.5
66,2,33
66,2,33
72.5,2,36.25
70.5,2,35.25
94,2,47
92,2,46
92,2,46
92,2,46
130.9,3,43.6333333333333
95.67,2,47.835
68.4,2,34.2
66.6,2,33.3
66.6,2,33.3
66.6,2,33.3
66.6,2,33.3
66.6,2,33.3
66.6,2,33.3
114.73,3,38.2433333333333
70.85,2,35.425
123.1,1,123.1
85.5,1,85.5
70.5,2,35.25
70.5,2,35.25
70.5,2,35.25
66,2,33
66,2,33
66,2,33
66,2,33
66,2,33
60.25,1,60.25
64,2,32
72.5,2,36.25
66,2,33
66,2,33
92,2,46
92,2,46
92,2,46
92,2,46
70.5,2,35.25
70.5,2,35.25
66,2,33
66,2,33
64,2,32
92,2,46
92,2,46
70.5,2,35.25
62.25,1,62.25
66,2,33
66,2,33
66,2,33
134,2,67
78,2,39
119,2,59.5
78,2,39
134,2,67
146.2,2,73.1
125.67,2,62.835
81,2,40.5
51.85,2,25.925
66.6,2,33.3
90,2,45
109,2,54.5
159,2,79.5
159,2,79.5
139,1,139
139,2,69.5
139,2,69.5
139,2,69.5
142.53,2,71.265
145.67,2,72.835
124.55,3,41.5166666666667
131.75,2,65.875
92.1,2,46.05
182.25,2,91.125
111.14,2,55.57
85.6,2,42.8
76,2,38
212.86,2,106.43
156.14,2,78.07
111.14,2,55.57
154,2,77
119,2,59.5
64,2,32
64,2,32
165,2,82.5
64,2,32
165,2,82.5
64,2,32
64,2,32
64,2,32
64,2,32
122.33,2,61.165
64,2,32
156.25,2,78.125
164.17,2,82.085
89,2,44.5
112,2,56
89,2,44.5
89,2,44.5
90.33,1,90.33
92.75,1,92.75
162.1,2,81.05
91.86,2,45.93
46.75,1,46.75
46.75,1,46.75
76.5,2,38.25
124,2,62
233,2,116.5
169,1,169
100,1,100
99,2,49.5
217,3,72.3333333333333
69.71,2,34.855
0,1,0
87,2,43.5
68,2,34
87,2,43.5
89,2,44.5
108.26,2,54.13
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
79.42,2,39.71
86.4,2,43.2
70,2,35
104,2,52
89,2,44.5
87,2,43.5
99,3,33
119.71,1,119.71
68,2,34
81,2,40.5
74.62,2,37.31
22.4,2,11.2
94.1,1,94.1
189.5,2,94.75
169,2,84.5
153,2,76.5
99,1,99
86.14,2,43.07
99,1,99
92.14,2,46.07
110.36,2,55.18
110.36,2,55.18
124,2,62
120.25,2,60.125
91.5,2,45.75
76,2,38
76,2,38
76,2,38
76,2,38
105.2,2,52.6
71.04,2,35.52
116.1,2,58.05
102.33,2,51.165
89,2,44.5
119,2,59.5
36,1,36
139,2,69.5
145,2,72.5
154,2,77
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
126.9,2,63.45
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
112.33,1,112.33
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
57.6,2,28.8
67.5,1,67.5
107,2,53.5
100.2,1,100.2
101,2,50.5
76.5,2,38.25
116.5,2,58.25
90,2,45
92.89,2,46.445
92.89,2,46.445
64.64,2,32.32
99,2,49.5
169,2,84.5
99,2,49.5
52,2,26
52,2,26
52,2,26
52,2,26
83,2,41.5
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
52,2,26
99,2,49.5
89,2,44.5
81,2,40.5
52.2,2,26.1
52.2,2,26.1
129,2,64.5
49,1,49
46,2,23
46,2,23
167,1,167
52.6,1,52.6
169,2,84.5
139,2,69.5
53.13,2,26.565
139.3,2,69.65
79,2,39.5
69,2,34.5
109,2,54.5
109,2,54.5
79,2,39.5
98,2,49
79.8,2,39.9
89,2,44.5
89,1,89
37.4,2,18.7
79,2,39.5
79,2,39.5
81,2,40.5
69,2,34.5
70,1,70
70,1,70
79,2,39.5
160,3,53.3333333333333
101,2,50.5
174,3,58
79,2,39.5
89,2,44.5
50,2,25
50,2,25
50,2,25
65.37,2,32.685
107.6,2,53.8
62.56,2,31.28
85,2,42.5
48,1,48
54,2,27
79,2,39.5
50,1,50
48,2,24
48,1,48
54,1,54
79,2,39.5
48,1,48
66,3,22
42,1,42
52,2,26
48,2,24
48,1,48
48,1,48
54,1,54
42,1,42
48,2,24
79,2,39.5
48,1,48
50,1,50
44,1,44
54,2,27
48,2,24
48,2,24
48,1,48
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
54,2,27
48,1,48
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
139,2,69.5
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
48,2,24
161.86,2,80.93
88.61,2,44.305
48,2,24
0,2,0
80.4,2,40.2
79,2,39.5
169,2,84.5
52.27,2,26.135
55,2,27.5
127.14,2,63.57
67.78,2,33.89
163.75,2,81.875
48,2,24
54.5,2,27.25
63.5,1,63.5
63.5,2,31.75
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
55,2,27.5
72,2,36
72,2,36
79,2,39.5
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
54.5,2,27.25
63.5,1,63.5
63.5,1,63.5
139,2,69.5
64.8,2,32.4
72,2,36
88.4,2,44.2
91.8,2,45.9
61.2,2,30.6
100,2,50
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
48,1,48
55,2,27.5
55,2,27.5
55,2,27.5
48,1,48
48,1,48
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
55,2,27.5
48,1,48
55,2,27.5
106.5,2,53.25
55,2,27.5
126.4,2,63.2
55,2,27.5
66.28,2,33.14
67.99,2,33.995
42.81,1,42.81
66.28,2,33.14
66.28,2,33.14
42.81,1,42.81
44.81,1,44.81
67.99,2,33.995
67.99,2,33.995
66.28,2,33.14
66.28,2,33.14
67.99,2,33.995
67.99,2,33.995
67.99,2,33.995
67.99,2,33.995
72.45,2,36.225
72.45,2,36.225
63.45,2,31.725
41.4,1,41.4
41.4,1,41.4
60,2,30
68,2,34
57.5,1,57.5
51,1,51
57.6,1,57.6
57.6,1,57.6
95,2,47.5
80.4,2,40.2
81,2,40.5
66,2,33
80.81,2,40.405
44.36,1,44.36
66,2,33
46.36,1,46.36
80.81,2,40.405
60,1,60
66,2,33
46,2,23
46,2,23
66,2,33
66,2,33
66,2,33
39,1,39
66,2,33
66,1,66
60,1,60
60,1,60
66,1,66
60,1,60
66,2,33
66,2,33
60,1,60
76,2,38
66,2,33
66,2,33
60,1,60
72,2,36
60,1,60
60,1,60
66,2,33
66,2,33
137,2,68.5
68,2,34
66,2,33
72,2,36
66,2,33
60,1,60
66,2,33
74,2,37
101,3,33.6666666666667
60,1,60
72,2,36
66,2,33
86,2,43
66,2,33
66,2,33
60,1,60
68,2,34
86,2,43
66,2,33
66,2,33
72,2,36
66,2,33
72,2,36
72,2,36
66,2,33
50,1,50
246.02,2,123.01
66,2,33
66,2,33
72,2,36
66,2,33
71.56,1,71.56
71.56,1,71.56
80.81,2,40.405
80.81,2,40.405
80.81,2,40.405
60.36,2,30.18
80.81,2,40.405
78.81,2,39.405
80.81,2,40.405
71.56,1,71.56
44.36,1,44.36
71.36,2,35.68
80.81,2,40.405
71.56,1,71.56
46.36,1,46.36
63.4,2,31.7
80.81,2,40.405
178,2,89
0,2,0
41.85,2,20.925
141,2,70.5
135,2,67.5
124.14,2,62.07
68,2,34
68,2,34
68,2,34
124.14,2,62.07
124.14,2,62.07
124.14,2,62.07
124.14,2,62.07
140.71,2,70.355
68,2,34
68,2,34
60.83,2,30.415
145.71,3,48.57
68,2,34
68,2,34
68,2,34
60.83,2,30.415
124.14,2,62.07
59.5,2,29.75
57,2,28.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
37,2,18.5
81,2,40.5
81,2,40.5
60,2,30
60,2,30
65,2,32.5
75,2,37.5
60,2,30
193,2,96.5
120,2,60
141.7,3,47.2333333333333
120,2,60
120,2,60
93.15,3,31.05
141.7,2,70.85
49,2,24.5
68,2,34
49,1,49
68,1,68
68,2,34
49,1,49
60,2,30
60,2,30
49.25,1,49.25
58,2,29
98,2,49
57.25,1,57.25
58,2,29
62.29,2,31.145
57,2,28.5
62.29,2,31.145
62.29,2,31.145
62.29,2,31.145
58,2,29
150,3,50
52,1,52
44.66,2,22.33
44.66,2,22.33
44.66,2,22.33
44.66,2,22.33
72,2,36
44.66,2,22.33
63.67,2,31.835
60,2,30
75,1,75
130,2,65
50.4,2,25.2
75.5,2,37.75
93,3,31
58,2,29
103,3,34.3333333333333
74,2,37
123,3,41
50.4,2,25.2
52.8,1,52.8
68,2,34
68,2,34
85,2,42.5
130,2,65
60,2,30
67.8,2,33.9
58,2,29
55,2,27.5
55,2,27.5
49,2,24.5
79,3,26.3333333333333
130,2,65
60,2,30
51,2,25.5
57,2,28.5
45.14,1,45.14
58,2,29
68,2,34
49,2,24.5
58,2,29
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
49,2,24.5
8,2,4
89,3,29.6666666666667
118,3,39.3333333333333
110,2,55
59,2,29.5
60,2,30
123,3,41
171,3,57
129,2,64.5
68,2,34
92.4,2,46.2
77,2,38.5
68,2,34
75,2,37.5
75.33,2,37.665
115,2,57.5
123,2,61.5
65.33,2,32.665
48.88,2,24.44
63.5,2,31.75
8,2,4
166,2,83
8,2,4
78.31,2,39.155
82.8,2,41.4
0,2,0
75,2,37.5
68,2,34
78,2,39
70.75,2,35.375
70.75,2,35.375
115.75,2,57.875
110.75,3,36.9166666666667
115,2,57.5
68,2,34
68,2,34
68,2,34
118,2,59
140,2,70
85,2,42.5
75,2,37.5
68,2,34
118,2,59
78,2,39
70.75,2,35.375
85,2,42.5
68,2,34
118,2,59
78,2,39
75,2,37.5
70.75,2,35.375
70.75,2,35.375
70.75,2,35.375
110.75,3,36.9166666666667
8,2,4
95,2,47.5
115,2,57.5
68,2,34
68,2,34
68,2,34
115.75,2,57.875
110.75,2,55.375
70.75,2,35.375
70.75,2,35.375
90,2,45
75,2,37.5
118,2,59
78,2,39
70.75,2,35.375
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
65,2,32.5
85,2,42.5
68,2,34
68,2,34
68,2,34
70.75,2,35.375
88,2,44
68,2,34
49.57,2,24.785
46,2,23
60,2,30
120,2,60
48,2,24
48,2,24
46,2,23
58,2,29
58,2,29
98,2,49
58,2,29
8,2,4
60,2,30
58,2,29
75,2,37.5
60,2,30
51,1,51
60,2,30
105,2,52.5
90,2,45
48,2,24
49,2,24.5
58,1,58
58,2,29
68,2,34
98,2,49
106.2,2,53.1
85.74,2,42.87
61.2,2,30.6
76.2,2,38.1
63,2,31.5
40,1,40
42,1,42
40,1,40
48,1,48
92.5,2,46.25
166,2,83
90,2,45
59.16,2,29.58
161.67,3,53.89
63,1,63
70,2,35
60,2,30
98,2,49
45.86,2,22.93
59.66,2,29.83
79.84,2,39.92
46.51,2,23.255
70,2,35
79.84,2,39.92
37.2,2,18.6
58.05,2,29.025
74.04,2,37.02
37.2,2,18.6
74.04,2,37.02
58.05,2,29.025
37.2,2,18.6
74.04,2,37.02
58.05,2,29.025
52.8,1,52.8
52.8,1,52.8
50,1,50
75,2,37.5
78,2,39
58,2,29
58,2,29
78,2,39
70,2,35
70,2,35
58,2,29
78,2,39
75,2,37.5
54,2,27
70.75,2,35.375
88,2,44
116,3,38.6666666666667
53.79,2,26.895
55.25,2,27.625
55.25,2,27.625
55.43,2,27.715
66.02,2,33.01
66.02,2,33.01
55.25,2,27.625
55.25,2,27.625
55.25,2,27.625
55.25,2,27.625
66.02,1,66.02
53.79,2,26.895
55.25,2,27.625
68.49,2,34.245
55.25,2,27.625
46.88,2,23.44
55.25,2,27.625
65.43,1,65.43
36,1,36
73,2,36.5
0,2,0
73,2,36.5
48,2,24
68,2,34
48,2,24
68,3,22.6666666666667
44,2,22
36,1,36
98,2,49
57.55,2,28.775
70,2,35
48.95,2,24.475
84.4,2,42.2
59.75,2,29.875
42.56,2,21.28
63.03,2,31.515
41.27,2,20.635
63.03,2,31.515
63.03,2,31.515
63.03,2,31.515
42.56,2,21.28
43,2,21.5
36,1,36
44,2,22
44,2,22
71,1,71
36,1,36
88,2,44
38,2,19
0,2,0
76.5,2,38.25
74,2,37
114.73,2,57.365
71.23,2,35.615
85.73,2,42.865
65.27,2,32.635
112,2,56
61.52,2,30.76
103.57,3,34.5233333333333
95.71,2,47.855
48.86,2,24.43
41.29,2,20.645
42.29,2,21.145
50.1,2,25.05
63,2,31.5
76,2,38
63,2,31.5
63,2,31.5
38,2,19
44.53,2,22.265
78,2,39
64.1,2,32.05
49.17,2,24.585
58.57,2,29.285
94.8,2,47.4
82.8,2,41.4
54,2,27
48,2,24
30.86,2,15.43
46.8,2,23.4
38.4,2,19.2
93.57,3,31.19
80.57,3,26.8566666666667
38.03,2,19.015
37.8,2,18.9
32.23,2,16.115
75,1,75
46,2,23
46,2,23
46,2,23
46,2,23
63,2,31.5
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
46,2,23
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,1,37.8
55.8,2,27.9
37.8,2,18.9
37.8,2,18.9
42.1,2,21.05
95.91,1,95.91
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
38,2,19
55.8,2,27.9
55.8,2,27.9
37.8,2,18.9
73.8,2,36.9
70,2,35
37.8,2,18.9
64.8,2,32.4
64.8,2,32.4
86,2,43
64.8,2,32.4
84.6,2,42.3
54.98,2,27.49
54,2,27
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
0,2,0
54,2,27
30,2,15
30,2,15
30,2,15
55.8,2,27.9
30,2,15
30,2,15
30,2,15
30,2,15
55.8,2,27.9
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
55.8,2,27.9
30,2,15
30,2,15
30,2,15
30,2,15
82.8,2,41.4
82.8,2,41.4
73.8,2,36.9
88.96,2,44.48
43.2,2,21.6
43.2,2,21.6
55.8,2,27.9
37.8,2,18.9
37.8,2,18.9
35.1,2,17.55
55.8,2,27.9
37.8,2,18.9
85,1,85
85,1,85
42,2,21
55.13,2,27.565
40.66,2,20.33
33.26,2,16.63
51.84,2,25.92
26.93,2,13.465
67.5,1,67.5
46.8,2,23.4
46.8,1,46.8
37.8,2,18.9
46.8,2,23.4
37.8,2,18.9
96,2,48
73.8,2,36.9
30,1,30
37.8,2,18.9
55.8,2,27.9
73.8,3,24.6
64.8,2,32.4
37.8,2,18.9
82,2,41
37.8,2,18.9
37.8,2,18.9
30.24,2,15.12
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
66,2,33
37.8,1,37.8
37.8,1,37.8
37.8,1,37.8
46.8,2,23.4
73.8,2,36.9
50.4,2,25.2
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
37.8,1,37.8
49.9,2,24.95
37.8,2,18.9
87,3,29
66,2,33
64.8,2,32.4
39,2,19.5
37.8,2,18.9
37.8,2,18.9
44.64,2,22.32
40.81,2,20.405
64.8,2,32.4
40.81,2,20.405
36.84,2,18.42
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
46.8,2,23.4
37.7,1,37.7
37.7,1,37.7
57.28,3,19.0933333333333
65,2,32.5
60,1,60
88,1,88
56,2,28
45,2,22.5
55.8,2,27.9
37.8,1,37.8
41.18,2,20.59
37.8,2,18.9
55.8,2,27.9
38.7,1,38.7
55.8,2,27.9
62,2,31
37.8,2,18.9
34,2,17
34,2,17
37.8,2,18.9
37.8,2,18.9
34,2,17
37.8,2,18.9
55.8,2,27.9
55.8,2,27.9
43,1,43
54,2,27
63,2,31.5
46.96,2,23.48
37.8,2,18.9
37.8,2,18.9
37,2,18.5
37.8,2,18.9
64,2,32
56.83,1,56.83
42.4,2,21.2
37.8,2,18.9
37.8,2,18.9
73.8,2,36.9
48,2,24
55.8,2,27.9
43,1,43
65.83,2,32.915
0,0,NA
82,2,41
56.16,2,28.08
55.8,2,27.9
46.8,2,23.4
84.6,2,42.3
32,1,32
59.64,2,29.82
55.8,2,27.9
55.8,2,27.9
78,2,39
55,1,55
43,1,43
55.8,2,27.9
30,1,30
30,1,30
35,2,17.5
43.65,2,21.825
46.8,1,46.8
84.6,2,42.3
37.8,2,18.9
55.8,2,27.9
55.8,2,27.9
55.8,2,27.9
37.8,1,37.8
37.8,2,18.9
37.8,2,18.9
56,2,28
69.66,1,69.66
42,2,21
46.8,2,23.4
37.8,2,18.9
82,2,41
48,2,24
45.36,2,22.68
37.8,2,18.9
135,3,45
45.36,2,22.68
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
30,2,15
37.8,2,18.9
37.8,2,18.9
33.6,2,16.8
49.75,2,24.875
46.8,1,46.8
43,1,43
57.55,2,28.775
56,1,56
32,1,32
56,2,28
50,2,25
8,2,4
50,2,25
50,2,25
50,2,25
43,1,43
36.04,2,18.02
0,1,0
43,2,21.5
54,2,27
58.4,2,29.2
8,2,4
54,2,27
63,1,63
60,2,30
66,2,33
39.9,2,19.95
55.8,2,27.9
55.8,2,27.9
60,2,30
76.95,2,38.475
116.6,2,58.3
85.5,2,42.75
57.5,2,28.75
43.92,1,43.92
64,2,32
64,2,32
56,2,28
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
64,2,32
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
72,2,36
30.6,2,15.3
84,2,42
84,2,42
44.33,2,22.165
0,1,0
84,2,42
84,2,42
84,2,42
42,2,21
39.38,2,19.69
48,2,24
39.06,2,19.53
34,2,17
63,2,31.5
136,2,68
37.8,2,18.9
55.8,2,27.9
54,2,27
37.8,2,18.9
120.5,2,60.25
33.3,2,16.65
86.4,2,43.2
96,2,48
56,2,28
57.6,2,28.8
43,1,43
65,1,65
80,2,40
43,1,43
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
80,2,40
54,2,27
42,2,21
37.8,2,18.9
37.8,2,18.9
46.8,2,23.4
50.2,2,25.1
26.64,1,26.64
42,2,21
70.07,2,35.035
65,2,32.5
73,2,36.5
37.8,2,18.9
72,2,36
72,2,36
78,2,39
52,2,26
68,2,34
63,2,31.5
87,3,29
55.8,2,27.9
39,1,39
39,1,39
78,2,39
41.4,1,41.4
4,1,4
47.57,2,23.785
44,2,22
37.8,2,18.9
37.8,2,18.9
43,1,43
48,2,24
82.8,2,41.4
43,1,43
43,1,43
35.12,2,17.56
73.8,2,36.9
66,2,33
64,2,32
95,2,47.5
63,2,31.5
64.8,2,32.4
27,1,27
43,1,43
27,1,27
43,1,43
37.8,2,18.9
43,1,43
93,2,46.5
48,2,24
37.8,2,18.9
86.22,2,43.11
38.67,2,19.335
34.8,2,17.4
56,2,28
43,1,43
83.06,2,41.53
42,2,21
48,2,24
43,1,43
144.57,3,48.19
64.4,2,32.2
64.8,2,32.4
39,1,39
116.53,2,58.265
30,1,30
48,2,24
30,1,30
82,2,41
97,3,32.3333333333333
87,2,43.5
55.8,2,27.9
37.8,2,18.9
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
88.4,2,44.2
43,1,43
55.8,2,27.9
43,1,43
55.8,2,27.9
37.8,2,18.9
37.8,2,18.9
55.8,2,27.9
50,2,25
47.4,1,47.4
97,3,32.3333333333333
82.8,2,41.4
55.8,2,27.9
55.8,2,27.9
55.8,2,27.9
55.8,2,27.9
55.8,2,27.9
55.8,1,55.8
50.22,1,50.22
55.8,1,55.8
55.8,2,27.9
46.8,2,23.4
57.23,2,28.615
56.42,2,28.21
27,1,27
57.53,2,28.765
64,2,32
103,2,51.5
103,2,51.5
37.4,1,37.4
81.9,2,40.95
56,2,28
56,2,28
39.6,2,19.8
39.6,2,19.8
75.6,2,37.8
75.6,2,37.8
137.5,2,68.75
75.6,2,37.8
75.6,2,37.8
37.8,2,18.9
82,2,41
25.64,1,25.64
83.06,2,41.53
60,2,30
60,2,30
69,2,34.5
73.8,2,36.9
45,2,22.5
104.73,2,52.365
77.4,2,38.7
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
65,2,32.5
90.5,2,45.25
52.33,1,52.33
52.33,1,52.33
46.35,2,23.175
110.11,3,36.7033333333333
46.8,2,23.4
59.5,2,29.75
37.8,2,18.9
136,2,68
37.8,2,18.9
65,2,32.5
55.8,2,27.9
48,2,24
37.8,2,18.9
37.8,2,18.9
91.44,2,45.72
49.2,2,24.6
51.22,2,25.61
109.03,2,54.515
52.46,2,26.23
51.22,1,51.22
51.22,2,25.61
81.01,2,40.505
52.46,2,26.23
51.22,1,51.22
56.88,2,28.44
96.4,2,48.2
148.11,2,74.055
50.4,1,50.4
50.4,1,50.4
37.8,2,18.9
75,2,37.5
37.8,2,18.9
74.75,2,37.375
116.4,3,38.8
55.8,2,27.9
30,1,30
76,2,38
88,2,44
64,2,32
65,2,32.5
84.5,1,84.5
96,1,96
97.67,2,48.835
65.4,2,32.7
78.8,2,39.4
60.6,2,30.3
96.5,2,48.25
59.48,2,29.74
125,2,62.5
340,2,170
384,2,192
127.5,2,63.75
250,2,125
72,2,36
112.5,2,56.25
86.16,2,43.08
302.11,2,151.055
250,2,125
72,2,36
103.5,2,51.75
110,2,55
120,2,60
72,2,36
54,2,27
135,3,45
162,2,81
180,2,90
114,2,57
114,2,57
73.5,2,36.75
198.33,2,99.165
0,2,0
180,2,90
173.1,2,86.55
114,2,57
180,2,90
159,2,79.5
73.5,2,36.75
114,2,57
165.33,2,82.665
114,2,57
8,2,4
180,2,90
100.25,1,100.25
114,2,57
180,2,90
71.25,1,71.25
81.5,2,40.75
81.5,2,40.75
165.08,2,82.54
382,2,191
275,2,137.5
229.4,2,114.7
275,2,137.5
162,2,81
67.95,2,33.975
94.29,2,47.145
57.6,2,28.8
51.5,2,25.75
51.5,2,25.75
51.5,2,25.75
32.22,1,32.22
44.64,2,22.32
42.69,2,21.345
42.69,2,21.345
42.43,1,42.43
41.4,1,41.4
42,2,21
42,2,21
34.02,2,17.01
46.8,2,23.4
55.8,2,27.9
48,2,24
55.8,2,27.9
47.8,2,23.9
88,2,44
72,2,36
88,2,44
78.3,2,39.15
42,2,21
88,2,44
79.8,2,39.9
62,3,20.6666666666667
87,2,43.5
87,2,43.5
42,2,21
37.8,2,18.9
39,1,39
48,2,24
42,2,21
37,1,37
52,2,26
42,2,21
87,3,29
51.84,2,25.92
48,2,24
92,2,46
80.1,1,80.1
60,2,30
60,2,30
43,1,43
53.5,2,26.75
38.86,2,19.43
78,2,39
62,2,31
56.4,2,28.2
48,2,24
44,2,22
42,2,21
37.8,2,18.9
42,2,21
42,2,21
55.8,2,27.9
67.8,2,33.9
42,2,21
55.8,2,27.9
37.8,1,37.8
37.8,2,18.9
37.8,2,18.9
37.8,2,18.9
0,2,0
25.5,2,12.75
41,1,41
48,2,24
39,1,39
0,2,0
78,2,39
62,2,31
42,2,21
42,2,21
37,1,37
47.8,2,23.9
33.31,1,33.31
37.8,2,18.9
54.27,2,27.135
44,2,22
37,1,37
78,2,39
75.5,2,37.75
68,2,34
69.35,2,34.675
82,2,41
55.8,2,27.9
46.43,1,46.43
51.3,2,25.65
33.6,2,16.8
55.8,2,27.9
42,2,21
37.8,2,18.9
29.11,2,14.555
37.8,2,18.9
93,3,31
35,1,35
48,2,24
48,2,24
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
55,1,55
35,1,35
8,2,4
42.43,2,21.215
55,1,55
55,1,55
87,2,43.5
8,2,4
30,1,30
30,1,30
57.6,2,28.8
57.6,2,28.8
82,2,41
82,2,41
60,2,30
42,2,21
42,2,21
54,2,27
48,2,24
37.8,2,18.9
62,2,31
42,2,21
65.5,2,32.75
52,2,26
58,2,29
37.8,2,18.9
42,2,21
86,2,43
43,1,43
35,1,35
35,1,35
35,1,35
35,1,35
55.8,2,27.9
88,2,44
35,1,35
87,3,29
35,1,35
58,2,29
37,1,37
72,1,72
72,2,36
37.8,2,18.9
93,2,46.5
48,2,24
78,2,39
48,2,24
48,2,24
48,2,24
55.8,2,27.9
48,2,24
35,1,35
48,2,24
48,2,24
37.83,1,37.83
42,2,21
78,2,39
32,1,32
42,2,21
76,2,38
36,2,18
48,2,24
70,2,35
42,2,21
48,2,24
0,2,0
55,2,27.5
0,2,0
37.8,2,18.9
48,2,24
52,2,26
50.22,2,25.11
61.8,2,30.9
55.8,2,27.9
58,1,58
72,2,36
72,2,36
37.8,2,18.9
82,2,41
55.1,1,55.1
83.6,1,83.6
48,2,24
45.36,2,22.68
78,2,39
78,2,39
78,2,39
48,2,24
55.8,2,27.9
56.24,2,28.12
88,2,44
37.8,2,18.9
42,2,21
48,2,24
59,2,29.5
37.8,2,18.9
72,2,36
55,2,27.5
48,2,24
37.8,2,18.9
37.8,2,18.9
37,1,37
37,1,37
43,1,43
34.4,1,34.4
78,2,39
43,2,21.5
67.33,2,33.665
51.3,2,25.65
48,2,24
58,1,58
48,2,24
68,2,34
48,2,24
43,1,43
48,2,24
43,1,43
74.1,2,37.05
42,1,42
37,2,18.5
42,2,21
68,2,34
29,2,14.5
45,2,22.5
37.8,2,18.9
82.8,2,41.4
54,2,27
52,2,26
42,2,21
68,2,34
62,2,31
62,2,31
0,1,0
93,3,31
62,2,31
48,2,24
37.8,2,18.9
37.8,2,18.9
55.8,2,27.9
68,2,34
34.11,2,17.055
41.4,2,20.7
141,3,47
88,2,44
84.57,2,42.285
88,2,44
33.26,2,16.63
48,2,24
58,2,29
48,2,24
45,2,22.5
37.8,2,18.9
45.6,2,22.8
58,2,29
111,2,55.5
54,2,27
54,2,27
54,2,27
54,2,27
47,1,47
100,3,33.3333333333333
54,2,27
54,2,27
54,2,27
